letter,question,answer,difficulty
ظ,الاعتقاد والشك والتخمين الذي يميل للصدق أو الكذب دون وجود يقين أو دليل قاطع ويسمى الـ؟,ظن,متوسط
ظ,خفة الدم وسرعة البديهة والقدرة على إطلاق النكت اللطيفة التي تدخل السرور على الآخرين تسمى؟,ظرافة,متوسط
ظ,مركز اللاعب المدافع في تشكيلة كرة القدم والذي يتمركز في الجهة اليمنى للملعب يسمى؟,ظهير أيمن,متوسط
ظ,مركز اللاعب المدافع في تشكيلة كرة القدم والذي يتمركز في الجهة اليسرى للملعب يسمى؟,ظهير أيسر,متوسط
ظ,المساحة الباردة والمظللة التي توفرها أوراق وأغصان الشجرة وتحجب أشعة الشمس الحارقة تسمى؟,ظل الشجرة,متوسط
ظ,الشعور القاسي والمؤلم بالحاجة الملحة لقطرة ماء نتيجة الانقطاع الطويل عن الشرب يسمى؟,ظمأ شديد,متوسط
ظ,السطح الخارجي والشكل الواضح للأشياء والذي يمكن رؤيته بالعين المجردة وعكسه الباطني؟,ظاهري,متوسط
ظ,الأشخاص المعتدون الذين يسلبون حقوق غيرهم ولا يحكمون بالعدل ويستحقون العقاب؟,ظالمون,متوسط
ع,المدن الرئيسية والمركزية التي تتواجد فيها مقار الحكومات والوزارات في كل دولة؟,عواصم,متوسط
ع,الأكوان والبيئات المختلفة والمتباعدة سواء كانت حقيقية أو خيالية يقال رب الـ؟,عوالم,متوسط
ع,الأعضاء الحساسة المسؤولة عن الرؤية أو ينابيع المياه التي تتفجر من باطن الأرض؟,عيون,متوسط
ع,المشروبات الطبيعية واللذيذة التي تستخرج من عصر الفواكه الطازجة كالبرتقال والتفاح؟,عصائر,متوسط
ع,الطيور الصغيرة والجميلة التي تتميز بتغريدها العذب وألوانها المتنوعة وتبني أعشاشها على الشجر؟,عصافير,متوسط
ع,الحشرات المفصلية ذات الثمانية أرجل والتي تبرع في نسج الشباك الحريرية لاصطياد الفرائس؟,عناكب,متوسط
ع,الإطارات والقطع الدائرية المطاطية أو الخشبية التي تدور وتسمح للسيارات والآلات بالحركة؟,عجلات,متوسط
ع,الأنسجة اللحمية المرنة في الجسم والتي تنقبض وتنبسط وتسمح للإنسان بالحركة ورفع الأثقال؟,عضلات,متوسط
ع,النقود والأموال الورقية والمعدنية الرسمية التي تعتمدها الدول في تعاملاتها كالدولار والريال؟,عملات,متوسط
ع,مراكز التفكير والإدراك والتدبر في الإنسان والتي تميزه عن باقي الكائنات الحية المشتتة؟,عقول,متوسط
ع,الحقب والفترات الزمنية التاريخية الطويلة التي تميزت بأحداث أو حضارات كـ الـ الوسطى؟,عصور,متوسط
ع,المستحضرات السائلة ذات الروائح العطرة والجميلة التي تستخرج من الزهور وتستخدم للتعطر؟,عطور,متوسط
ع,الأعواد الخشبية الرفيعة والمستقيمة التي تستخدم للأكل في آسيا أو لإشعال النار أو تنظيف الأسنان؟,عيدان,متوسط
ع,الشخص التقي والورع الذي يقضي وقته في التقرب لله بالصلوات والدعاء والذكر؟,عابد,متوسط
ع,المادة البيضاء الصلبة والثمينة جداً التي تستخرج من أنياب الفيلة وتصنع منها التحف؟,عاج,متوسط
غ,الطيور ذات اللون الأسود الفاحم والذكاء الحاد والتي ترتبط في بعض الثقافات بالتشاؤم؟,غربان,متوسط
غ,المساحات الشجرية الكثيفة جداً والموجودة في المناطق الاستوائية وتتميز بأمطارها الغزيرة وتسمى؟,غابات مطيرة,متوسط
غ,حالات المادة التي ليس لها شكل ثابت وتنتشر في الهواء كالأكسجين وثاني أكسيد الكربون؟,غازات,متوسط
غ,السفن الحربية أو الاستكشافية المتطورة القادرة على الغوص والبقاء تحت سطح البحر لفترات طويلة؟,غواصات,متوسط
غ,التكبر والتعالي ورؤية النفس أفضل من الآخرين بغير حق وهي صفة مذمومة تسقط صاحبها؟,غرور,متوسط
غ,السلوك الفطري والميل الطبيعي غير المكتسب الذي يولد مع الكائن الحي ويوجهه للبقاء كـ الأمومة؟,غريزة,متوسط
غ,العقوبات والمبالغ المالية التي تفرضها الجهات المرورية أو القانونية على المخالفين للأنظمة؟,غرامات,متوسط
غ,الآلة الكهربائية المنزلية الأساسية التي تستخدم لتنظيف الملابس والأقمشة وإزالة الأوساخ منها؟,غسالة,متوسط
غ,النباتات والأشجار والأعشاب الطبيعية التي تغطي سطح الأرض وتحميها من التصحر والجفاف يسمى؟,غطاء نباتي,متوسط
غ,الحجرة الخاصة والمريحة في المنزل والمجهزة بالسرير والدواليب والمخصصة للنوم والراحة؟,غرفة نوم,متوسط
غ,الكلمات الرقيقة وأشعار الحب والثناء التي تقال للمحبوب للتعبير عن الإعجاب والافتتان؟,غزل,متوسط
غ,رياضة أو نشاط القفز والسباحة تحت سطح الماء وحبس الأنفاس لاستكشاف الأعماق المرجانية؟,غطس,متوسط
غ,الشعور المزعج والمضطرب في المعدة والذي يسبق الرغبة في التقيؤ ويحدث في البحر أو الحمل؟,غثيان,متوسط
غ,الزمن الماضي البعيد جداً والأحداث القديمة التي ولت وانتهت يقال في الزمن الـ؟,غابر,متوسط
غ,الشخص الساهي وغير المنتبه لما يدور حوله من أحداث ومخاطر وتنقصه اليقظة؟,غافل,متوسط
ف,أضخم الحيوانات البرية المعاصرة وتتميز بخرطومها الطويل جداً وأنيابها العاجية الثمينة؟,فيلة,متوسط
ف,الشعب والمواطنون الذين ينتمون لدولة فرنسا الأوروبية ويتحدثون لغتها ويفتخرون ببرج إيفل؟,فرنسيون,متوسط
ف,الحشرات الجميلة والرقيقة ذات الأجنحة الكبيرة والملونة التي تتنقل بين الزهور لامتصاص الرحيق؟,فراشات,متوسط
ف,العلم الواسع الذي يدرس النجوم والكواكب والمجرات وحركتها في الفضاء الخارجي وتسمى علوم الـ؟,فلك,متوسط
ف,المادة السوداء المسامية والصلبة الناتجة عن حرق الخشب بمعزل عن الهواء وتستخدم في الشواء؟,فحم نباتي,متوسط
ف,العظم الصلب والمتحرك في وجه الإنسان والحيوان والذي يحمل الأسنان ويستخدم في مضغ الطعام؟,فك,متوسط
ف,الأدوات الحادة المكونة من مقبض خشبي ورأس حديدي قاطع تستخدم لتكسير الأخشاب والأشجار؟,فؤوس,متوسط
ف,المجموعات المتكاتفة من الأشخاص أو اللاعبين الذين يتحدون ويعملون معاً لتحقيق هدف رياضي أو عملي؟,فرق,متوسط
ف,الأشخاص الأبطال والناجحون الذين تغلبوا على خصومهم ونالوا الجوائز والمراكز الأولى في المنافسات؟,فائزون,متوسط
ف,الحيوانات المفترسة والمنقطة التي تعتبر أسرع الكائنات البرية على وجه الأرض وتعيش في السافانا؟,فهود,متوسط
ف,المباني الضخمة والمجهزة بغرف فاخرة لاستقبال وإقامة السياح والمسافرين مقابل أجر مادي؟,فنادق,متوسط
ف,البذور والقرون الخضراء أو البيضاء التي تعتبر وجبة شعبية أساسية في بعض الدول العربية؟,فاصوليا,متوسط
ف,المكسرات اللذيذة ذات اللون الأخضر الفاتح والقشرة الصلبة وتشتهر بها مدينة حلب السورية للحلويات؟,فستق,متوسط
ف,السائل الذي فقد حرارته العالية وأصبح دافئاً قليلاً يميل للبرودة كالشاي إذا ترك طويلاً يقال؟,فاتر,متوسط
ف,المصيبة الكبرى والحادثة المؤلمة جداً والمفاجئة التي تسبب حزناً عميقاً في المجتمع؟,فاجعة,متوسط
ق,الكتل الأرضية الكبرى والضخمة جداً التي تتكون منها اليابسة كآسيا وأوروبا وأفريقيا وأمريكا؟,قارات,متوسط
ق,الثدييات المتسلقة والذكية التي تشبه الإنسان في بعض تصرفاتها وتشتهر بأكل الموز والقفز في الغابات؟,قردة,متوسط
ق,وسائل النقل الطويلة جداً والمكونة من عربات متصلة تسير بسرعة على سكك حديدية مخصصة لها؟,قطارات,متوسط
ق,المركبة الفضائية التي يصنعها الإنسان وتطلق لتدور حول الأرض لأغراض البث التلفزيوني والاتصالات والطقس؟,قمر صناعي,متوسط
ق,الحصون والمباني التاريخية الضخمة والمنيعة التي بنيت في المرتفعات قديماً لحماية المدن من الأعداء؟,قلاع,متوسط
ق,النماذج والأشكال المجوفة التي يصب فيها السائل أو المعدن المنصهر ليأخذ شكلها بعد أن يتصلب؟,قوالب,متوسط
ق,المركبات المائية الصغيرة والمكشوفة التي تستخدم للتنقل السريع أو الصيد في الأنهار والبحيرات؟,قوارب,متوسط
ق,المباني الفخمة والواسعة جداً والمحاطة بالحدائق والتي تعتبر سكناً ومقراً للملوك والأمراء والأثرياء؟,قصور,متوسط
ق,القوس الملون والجميل الذي يظهر في السماء نتيجة لانكسار وتحلل ضوء الشمس عبر قطرات المطر؟,قوس قزح,متوسط
ق,الطبقة الخارجية والصلبة التي تغطي كوكب الأرض أو الغلاف الخارجي الذي يحمي الفواكه وجذوع الشجر؟,قشرة,متوسط
ق,الحيوانات الأليفة والمنزلية المستأنسة التي تحب اللعب وتموء وتعتبر من فصيلة السنوريات الصغيرة؟,قطط,متوسط
ق,الأسماك البحرية المفترسة والخطيرة التي تمتلك فكوكاً ضخمة وحاسة شم قوية جداً لقطرات الدم؟,قروش,متوسط
ق,اللصوص والمجرمون المسلحون الذين يعترضون السفن في عرض البحر لنهب حمولتها وترويع طواقمها؟,قراصنة,متوسط
ق,المكان الجاف والمقفر الذي لا ينبت فيه زرع ولا يقطره ماء كبعض مناطق الصحراء يقال مكان؟,قاحل,متوسط
ق,العربة الأمامية الضخمة والمزودة بالمحرك والتي تقوم بجر وسحب باقي عربات القطار على السكة؟,قاطرة,متوسط
ك,الحيوانات الوفية والمستأنسة التي تستخدم للحراسة ورعي الأغنام وتتصف بحاسة الشم القوية؟,كلاب,متوسط
ك,اللوحة الإلكترونية المستطيلة والمليئة بالأزرار والأحرف وتستخدم لإدخال النصوص والأوامر للحاسوب؟,كيبورد,متوسط
ك,قطع الأثاث المخصصة للجلوس والمزودة بمسند للظهر وتوجد في المنازل والمكاتب والمطاعم؟,كراسي,متوسط
ك,عزة النفس والأنفة والاعتزاز الشديد بالكرامة والذي يمنع الإنسان من قبول الذل أو الإهانة؟,كبرياء,متوسط
ك,الأوعية الزجاجية أو المجسمات الذهبية والفضية التي تمنح للفرق الفائزة في البطولات كرمز للانتصار؟,كؤوس,متوسط
ك,الأجرام الصخرية الفضائية الصغيرة التي تدور حول الشمس ويتواجد معظمها بين مداري المريخ والمشتري؟,كويكبات,متوسط
ك,المؤلفات المطبوعة والمجلدة التي تحتوي على صفحات مليئة بالمعلومات والقصص والعلوم للقراءة؟,كتب,متوسط
ك,الأجهزة البصرية الدقيقة والمتقدمة التي تستخدم لالتقاط الصور الثابتة وتسجيل مقاطع الفيديو؟,كاميرات,متوسط
ك,الأسلاك المعدنية السميكة والمغلفة بالبلاستيك والتي تستخدم لنقل الطاقة الكهربائية أو الاتصالات بين المدن؟,كابلات,متوسط
ك,التجاويف والفتحات الطبيعية العميقة والمظلمة داخل الجبال أو تحت الأرض والتي سكنها الإنسان القديم؟,كهوف,متوسط
ك,الأموال والمجوهرات والذهب الثمين المخبأ والمدفون تحت الأرض أو في قاع البحر ويبحث عنه المغامرون؟,كنوز,متوسط
ك,رجال الدين والمشرفون على المعابد والطقوس الدينية في الحضارات القديمة كالفراعنة واليونان؟,كهنة,متوسط
ك,الشخص الحزين جداً والمهموم الذي فقد بهجته وتغلب عليه مشاعر اليأس والإحباط؟,كئيب,متوسط
ك,الشيء القوي جداً والمدمر الذي يزيل كل ما يقف في طريقه ويقال فوز أو انتصار؟,كاسح,متوسط
ل,العملات النقدية الرسمية المستخدمة في بعض الدول كتركيا ولبنان وسوريا وتسمى؟,ليرات,متوسط
ل,نوع من المكسرات اللذيذة والمفيدة جداً تستخرج من شجرة ذات أزهار جميلة ويستخرج منها زيت مفيد للشعر؟,لوز,متوسط
ل,الأحجار الكريمة الكروية والثمينة جداً ذات اللون الأبيض أو الزهري والتي تستخرج من محار البحر؟,لآلئ,متوسط
ل,الغدتان الليمفاويتان الموجودتان في مؤخرة الحلق واللتان تلتهبان كثيراً عند الأطفال ويتم استئصالهما أحياناً؟,لوزتين,متوسط
ل,الخيط الدقيق والطبيعي الموجود في النباتات والعضلات أو الخشن الذي يستخدم في تنظيف وغسل الأواني؟,ليف,متوسط
ل,الأسطح القماشية أو الخشبية التي يرسم عليها الفنانون إبداعاتهم وتعلق على الجدران للزينة؟,لوحات,متوسط
ل,النشاط الترفيهي أو المسابقة ذات القواعد المحددة التي تهدف إلى التسلية والتحدي العقلي أو البدني؟,لعبة,متوسط
ل,العضلات والأنسجة الحيوانية كالبقر والغنم التي تعتبر المصدر الأساسي للبروتين وتسمى؟,لحوم حمراء,متوسط
ل,الفترات المظلمة من اليوم التي تبدأ بغروب الشمس وتخصص للراحة والنوم وتتزين بالنجوم والقمر؟,ليالي,متوسط
ل,الفعل الإجرامي المتمثل في سرقة ممتلكات وأموال الآخرين خفية بطرق ملتوية وغير مشروعة وتسمى؟,لصوصية,متوسط
ل,الأشخاص الرياضيون الذين يشاركون ويمارسون رياضة معينة ضمن فريق ككرة القدم أو السلة؟,لاعبون,متوسط
ل,المشروب الصيفي البارد والمنعش جداً والذي يعصر من الليمون الطازج ويحلى بالسكر والنعناع؟,ليموناضة,متوسط
ل,الوحدات القياسية العالمية والمستخدمة لقياس حجم السوائل كالماء والعصائر والوقود؟,لترات,متوسط
ل,الشخص المظلوم الذي يهرب من وطنه بسبب الحروب والاضطهاد ويبحث عن الأمان في دولة أخرى؟,لاجئ,متوسط
ل,الشيء البراق والمضيء الذي يعكس الضوء بقوة كالذهب والنحاس المصقول يقال معدن؟,لامع,متوسط
م,السوائل الشفافة والضرورية للحياة التي تغطي معظم كوكب الأرض وتجري في الأنهار والبحار؟,مياه,متوسط
م,الأدوات المعدنية الصغيرة والمسننة التي تستخدم لفتح وإغلاق الأقفال والأبواب أو تشغيل السيارات؟,مفاتيح,متوسط
م,الأشخاص المتخصصون والمحترفون في تصميم وبناء الجسور والآلات وتطبيق النظريات العلمية على الواقع؟,مهندسون,متوسط
م,الأدوات اليدوية الحادة المكونة من شفرتين متقاطعتين وتستخدم لقص الورق والقماش والشعر؟,مقصات,متوسط
م,نقاط الارتباط الحيوية والمرنة بين عظام الجسم والتي تسمح للإنسان بالحركة وثني الأطراف كالركبة والكوع؟,مفاصل,متوسط
م,القطع المعدنية المدببة التي تطرق بالمطرقة لتثبيت الأخشاب والأشياء ببعضها بقوة؟,مسامير,متوسط
م,المسطحات المائية المالحة والشاسعة جداً التي تفصل بين قارات العالم كالهادي والأطلسي؟,محيطات,متوسط
م,المؤسسات والمباني التعليمية التي يذهب إليها الطلاب يومياً لتلقي العلم والمعرفة والتربية؟,مدارس,متوسط
م,الغرف والمقار الإدارية المجهزة بالطاولات والمخصصة للعمل وإنجاز المهام الوظيفية والاجتماعات؟,مكاتب,متوسط
م,دور العبادة الطاهرة والمقدسة المخصصة للمسلمين لأداء الصلوات الخمس وتلاوة القرآن الكريم؟,مساجد,متوسط
م,الأسطح الزجاجية المصقولة التي تعكس الضوء وتظهر صورة الشخص الواقف أمامها لتعديل مظهره؟,مرايا,متوسط
م,المادة التي تتأثر بالضغط وتأخذ شكل الإناء الذي يحويها وتشمل السوائل والغازات معاً تسمى؟,مائع,متوسط
م,الوليمة وعزيمة الطعام الكبيرة والفخمة التي تقام احتفاءً بالضيوف في المناسبات السعيدة؟,مأدبة,متوسط
ن,المؤسسات والكيانات الرياضية والثقافية التي تضم اللاعبين والمدربين وتنافس في البطولات؟,نوادي,متوسط
ن,الخواتيم واللحظات الأخيرة التي تسبق ختام القصص والمباريات والأفلام وتكشف النتيجة النهائية؟,نهايات,متوسط
ن,طيور ضخمة جداً وسريعة الركض لا تستطيع الطيران وتدفن رأسها في الرمال في الأساطير الشعبية؟,نعام,متوسط
ن,حيوانات مفترسة من فصيلة القطط الكبيرة تتميز بجلدها المخطط بالأصفر والأسود وقوتها الهائلة؟,نمور,متوسط
ن,الحشرات المجتهدة والمفيدة جداً التي تبني خلايا سداسية وتمتص رحيق الأزهار لتنتج العسل الشافي؟,نحل,متوسط
ن,الأدوات البصرية المكونة من عدسات توضع على العينين لتحسين وتصحيح الرؤية أو الحماية من الشمس؟,نظارات,متوسط
ن,الأواني والتحف والأدوات القديمة والجميلة المصنوعة من معدن النحاس ذي اللون المائل للاحمرار تسمى؟,نحاسيات,متوسط
ن,الألسنة الملتهبة والمشتعلة التي تنتج عن احتراق المواد وتصدر حرارة وضوءاً وتستخدم للتدفئة قديماً؟,نيران,متوسط
ن,الصخور الفضائية التي تخترق الغلاف الجوي وتنجح في الاصطدام بسطح الأرض مخلفة فوهات عميقة؟,نيازك,متوسط
ن,الفتحات في جدران المنازل والتي تغطى بالزجاج أو الخشب للتهوية ودخول الضوء إلى الغرف؟,نوافذ,متوسط
ن,الحشرات الصغيرة والمجتهدة التي تعيش في مستعمرات تحت الأرض وتضرب بها الأمثال في التنظيم والعمل؟,نمل,متوسط
ن,الأشجار الصحراوية الطويلة والمباركة التي تنتج التمر والرطب وتعتبر رمزاً عربياً أصيلاً وتتحمل الحرارة؟,نخيل,متوسط
ن,الطيور الجارحة والضخمة التي تحلق عالياً جداً وتتميز بمنقارها الحاد ومخالبها القوية وتأكل الجيف؟,نسور,متوسط
ن,الشخص الذي يجبر على ترك مدينته وبيته داخل وطنه بسبب الحروب والكوارث متجهاً لمدينة آمنة؟,نازح,متوسط
ن,الشخص المتعبد والزاهد الذي يفرغ نفسه للعبادة وينعزل عن ملذات ومغريات الحياة الدنيا؟,ناسك,متوسط
هـ,العمليات الهجومية المباغتة التي تشنها الجيوش أو اللاعبون في المباريات لضرب الخصم؟,هجمات,متوسط
هـ,الأجهزة التقنية المحمولة التي نستخدمها يومياً للاتصال والتواصل وتصفح الإنترنت والتطبيقات؟,هواتف,متوسط
هـ,البناء أو التسلسل التنظيمي الذي يبدأ من قاعدة عريضة ويضيق صعوداً نحو القمة كالإدارات وتسمى؟,هرميات,متوسط
هـ,الطائرات المروحية التي تمتلك شفرات دوارة في أعلاها وتقلع وتهبط بشكل عمودي ولا تحتاج لمدرج؟,هليكوبترات,متوسط
هـ,النسيم العليل والأجواء الخارجية المفتوحة والنقية خارج المباني والغرف المغلقة يقال جلست في الـ؟,هواء طلق,متوسط
هـ,العلم والفن المتخصص في تخطيط وتصميم ورسم المباني والمنشآت وتوزيع المساحات بشكل جمالي وعملي؟,هندسة معمارية,متوسط
هـ,الخسائر والإخفاقات المتتالية وعدم القدرة على تحقيق الانتصار في المعارك أو المسابقات؟,هزائم,متوسط
هـ,صغار القطط اللطيفة والجميلة التي تحب اللعب وتموء بصوت خافت وتحتاج للرعاية؟,هررة,متوسط
هـ,البنيات العظمية الداخلية التي تدعم أجسام الكائنات أو الإطارات الحديدية التي تدعم المباني؟,هياكل,متوسط
هـ,عملية تساقط ونزول قطرات الماء بكثافة من الغيوم الملبدة في السماء إلى سطح الأرض لترويها ويسمى؟,هطول الأمطار,متوسط
هـ,الخيالات والصور والأصوات غير الحقيقية التي يراها أو يسمعها المريض النفسي وتنفصل عن الواقع؟,هلاوس,متوسط
هـ,المرتفعات الأرضية الواسعة والمسطحة التي تكون أعلى من السهول وأقل ارتفاعاً من الجبال الشاهقة؟,هضاب,متوسط
هـ,العمل أو المشروع الذي يمتلك رسالة وقيمة نبيلة يسعى لتحقيقها ويفيد المجتمع يقال محتوى؟,هادف,متوسط
هـ,اللقب والوصف المهيب الذي يطلق على الموت في الثقافة الإسلامية لأنه ينهي متعة الحياة الدنيا؟,هادم اللذات,متوسط
و,الوسائل المتعددة والمختلفة التي تستخدم للاتصال أو النقل أو نقل المعلومات كـ التواصل الاجتماعي؟,وسائط,متوسط
و,التقسيمات الإدارية والجغرافية الكبرى داخل الدولة الفيدرالية كـ المتحدة الأمريكية؟,ولايات,متوسط
و,الأشخاص الذين يحق لهم شرعاً وقانوناً استلام تركة وأموال الشخص المتوفى بحسب صلة القرابة؟,ورثة,متوسط
و,الزهور الجميلة ذات الرائحة العطرة والأشواك والتي تعتبر رمزاً عالمياً للحب والجمال والهدية الرومانسية؟,ورد,متوسط
و,الأكياس المحشوة بالقطن أو الريش والناعمة التي يضع عليها النائم رأسه للراحة وتسمى مخدات أو؟,وسائد,متوسط
و,المادة الرقيقة والمصنوعة من لب الأشجار والمستخدمة في الطباعة والكتابة وتغليف الهدايا؟,ورق,متوسط
و,الأجزاء الأمامية من رؤوس البشر والتي تضم العينين والأنف والفم وتعبر عن ملامحهم وهويتهم؟,وجوه,متوسط
و,حصص الطعام اليومية التي يتناولها الإنسان بانتظام كالفطور والغداء والعشاء لتمده بالطاقة؟,وجبات,متوسط
و,الأطيان اللزجة والمبللة جداً بالماء والتي تلتصق بالأحذية وتعيق سير السيارات بعد هطول الأمطار الغزيرة؟,وحول,متوسط
و,المبالغ المالية والأشياء الثمينة التي يضعها العملاء كأمانة في البنوك لحفظها أو استثمارها؟,ودائع,متوسط
و,كبار المسؤولين السياسيين في الحكومة والذين يديرون قطاعات الدولة كالصحة والتعليم والداخلية؟,وزراء,متوسط
و,المناطق المنخفضة والضيقة الممتدة بين الجبال والتلال والتي تجري فيها مياه السيول والأنهار؟,وديان,متوسط
و,العملية الطبيعية لخروج الجنين من رحم أمه وبداية حياته في العالم الخارجي ويحتفل بذكرى يومها سنوياً؟,ولادة,متوسط
و,الشخص الذي يؤمن بقدراته ونفسه ولا يهتز أمام الصعاب والتحديات يقال عنه شخص؟,واثق,متوسط
و,الشخص الذي قدم من بلد آخر للعمل والإقامة في دولة جديدة ويطلق على المغتربين؟,وافد,متوسط
ي,الشعب العريق والمتحضر الذي يسكن دولة كوكب اليابان ويشتهر بالانضباط والتطور التكنولوجي الهائل؟,يابانيون,متوسط
ي,نبات عطري يتميز ببذوره الصغيرة ذات النكهة الحلوة ويشرب كمغلي ساخن لتهدئة الأعصاب والمغص؟,يانسون,متوسط
ي,العملة النقدية والرسمية المتداولة في دولة اليابان وتعتبر من أهم العملات في الاقتصاد العالمي؟,ين,متوسط
ي,المذكرات والدفاتر الشخصية التي يكتب ويدون فيها الإنسان أحداثه وتفاصيل حياته يوماً بيوم بانتظام؟,يوميات,متوسط
ي,الأجزاء المطوية والمحيطة بالرقبة في القمصان والبدل الرسمية والتي تضفي أناقة على الملابس؟,ياقات,متوسط
ي,الأكلة الشعبية المكونة من قطع اللحم أو الدجاج المطبوخة ببطء مع الخضار والمرق وتقدم مع الأرز؟,يخنة,متوسط
ي,الحشرات في مراحل نموها الأولى بعد خروجها من البيضة وتشبه الديدان الصغيرة قبل أن تتحول لفراشات؟,يرقات,متوسط
ي,حشرة طائرة تمتلك أجنحة شفافة وعيوناً كبيرة وتطير بمهارة عالية فوق البرك والمياه الراكدة وتسمى؟,يعسوب,متوسط
ي,الحالة الإنسانية للطفل الذي فقد والديه أو أحدهما قبل بلوغه سن الرشد ويحتاج للعطف وكفالة المجتمع؟,يتم,متوسط
ي,فاكهة شتوية حمضية ولذيذة تشبه البرتقال ولكنها أصغر حجماً وأسهل في تقشيرها وتسمى مندرين أو؟,يوسفي,متوسط
ي,اسم المعركة الإسلامية التاريخية والفاصلة التي وقعت في بلاد الشام ضد الروم وسميت نسبة لنهر هناك؟,يرموك,متوسط
ي,الحشرات العجيبة التي تطير ليلاً في الغابات وتشع وتضيء بطونها بنور فسفوري طبيعي وتسمى المضيئة أو؟,يراعات,متوسط
ي,النبي الكريم الذي ابيضت عيناه من الحزن على فراق ابنه يوسف عليه السلام؟,يعقوب,متوسط
ي,الاتجاه الذي يفضله المسلمون في البدء بالطعام والشراب والمصافحة تيمناً بالبركة وعكسه اليسار؟,يمين,متوسط
أ,أداة فلكية معقدة اخترعها المسلمون لتحديد أوقات الصلاة وحركة النجوم بدقة متناهية؟,أسطرلاب,متوسط
أ,مادة كيميائية تفرز في الدماغ عند الخوف أو الحماس الشديد لتجهيز الجسم للقتال أو الهرب؟,أدرينالين,متوسط
أ,ظاهرة ضوئية مبهرة تظهر في سماء القطبين ليلاً بألوان ساحرة كالأخضر والوردي وتسمى الشفق القطبي أو؟,أورورا,متوسط
أ,حالة طبية تعني فقدان الذاكرة الجزئي أو الكلي وعدم القدرة على تذكر أحداث الماضي؟,أمنيزيا,متوسط
أ,بطل أسطوري يوناني لا يقهر، وكانت نقطة ضعفه القاتلة والوحيدة في كعب قدمه؟,أخيل,متوسط
أ,حضارة قديمة ودموية في المكسيك اشتهرت بالتضحيات البشرية وبناء الأهرامات المدرجة؟,آزتك,متوسط
أ,العلم الذي يدرس سلوك الإنسان وثقافاته وتطوره البيولوجي والاجتماعي عبر التاريخ؟,أنثروبولوجيا,متوسط
أ,عنصر مشع وثقيل جداً يعتبر الوقود الأساسي والأخطر في تشغيل المفاعلات النووية؟,أورانيوم,متوسط
ب,لغة برمجة عالية المستوى ومفتوحة المصدر سميت تيمناً بنوع من الثعابين الضخمة؟,بايثون,متوسط
ب,برج أسطوري وتاريخي في بلاد الرافدين يقال أن لغات البشر تبلبلت وتفرقت عنده؟,بابل,متوسط
ب,مدينة إيطالية عريقة وشهيرة اختفت في يوم واحد تحت رماد بركان فيزوف المدمر؟,بومبي,متوسط
ب,مضاد حيوي أحدث ثورة طبية في العالم واكتشفه ألكسندر فليمنج صدفة من العفن؟,بنسلين,متوسط
ب,أول عملة رقمية مشفرة ولامركزية أحدثت ثورة مالية وظهرت عام 2009م بشفرة غامضة؟,بيتكوين,متوسط
ب,نبات مائي طويل ومشهور استخدمه الفراعنة في مصر القديمة لصناعة أول أشكال الورق؟,بردي,متوسط
ب,منطقة جغرافية تتوسط المحيط الأطلسي وتشتهر بقصص اختفاء السفن والطائرات الغامضة؟,برمودا,متوسط
ب,جسيم دون ذري يحمل شحنة كهربائية موجبة ويستقر بهدوء داخل نواة الذرة؟,بروتون,متوسط
ب,قائد عسكري فرنسي عبقري نصب نفسه إمبراطوراً ونُفي إلى جزيرة معزولة حتى مات؟,بونابرت,متوسط
ب,طائر بحري ضخم جداً يتميز بوجود جراب جلدي غريب تحت منقاره لتخزين الأسماك؟,بجع,متوسط
ت,حضارة عريقة في أمريكا الجنوبية بنت مدينة ماتشو بيتشو الساحرة في قمم جبال الأنديز؟,إنكا,متوسط
ت,أمواج محيطية عاتية ومفاجئة تنتج عن زلازل أو انزلاقات أرضية عنيفة في قاع البحر؟,تسونامي,متوسط
ت,أقوى سم طبيعي في العالم يستخرج من بكتيريا ويستخدم طبياً وتجميلياً لإزالة التجاعيد؟,توكسين,متوسط
ت,معدن قوي جداً وخفيف الوزن ومقاوم للصدأ يستخدم بكثرة في صناعة الطيران والفضاء؟,تيتانيوم,متوسط
ت,حيوان زاحف ومرعب يمتلك أقوى عضة فك بين جميع الحيوانات على وجه الأرض؟,تمساح,سهل
ت,جهاز فلكي وبصري دقيق يستخدم لمراقبة الكواكب والنجوم والمجرات البعيدة بوضوح؟,تلسكوب,متوسط
ت,عالم ومخترع عبقري صربي أحدث ثورة في مجال التيار الكهربائي المتردد ومات فقيراً؟,تسلا,متوسط
ت,عملية بيولوجية معقدة يحول فيها النبات ضوء الشمس إلى طاقة كيميائية وغذاء أكسجيني؟,تمثيل ضوئي,متوسط
ت,أضخم وأفخم سفينة ركاب في عصرها، غرقت في رحلتها الأولى بعد اصطدامها بجبل جليدي؟,تيتانيك,متوسط
ث,فجوة مرعبة في الفضاء ذات جاذبية هائلة تبتلع كل شيء حتى الضوء لا يستطيع الهرب منها؟,ثقب أسود,متوسط
ث,غاز صلب شديد البرودة يتسامى مباشرة إلى غاز دون أن يذوب للسيولة ويستخدم في التبريد؟,ثلج جاف,متوسط
ث,زاحف سام جداً ومميت يتحرك بالانزلاق الصامت ولا يمتلك أطرافاً ويعتبر من ألد أعداء البشر؟,ثعبان,متوسط
